handle,revenue,hold,taxes/jurisdiction_revenue,state,month,year
797124732,61519576,0.08,14585047,Pennsylvania,10,2022
789230672,69997949,0.09,19037133,Pennsylvania,11,2022
682714,72997,0.11,37228,Rhode Island,11,2018
13087999,957913,0.07,488536,Rhode Island,12,2018
19051125,159978,0.01,81589,Rhode Island,01,2019
20686618,-890623,-0.04,-454218,Rhode Island,02,2019
23582716,1548230,0.07,789597,Rhode Island,03,2019
16859818,1970110,0.12,1004756,Rhode Island,04,2019
18900152,899165,0.05,458574,Rhode Island,05,2019
14736667,2149999,0.15,1096499,Rhode Island,06,2019
8321947,827579,0.1,422065,Rhode Island,07,2019
10060066,851788,0.08,434412,Rhode Island,08,2019
22195789,2516059,0.11,1283190,Rhode Island,09,2019
28281024,2457136,0.09,1253139,Rhode Island,10,2019
31465062,2745518,0.09,1400214,Rhode Island,11,2019
31670511,2571755,0.08,1311595,Rhode Island,12,2019
26939692,3279241,0.12,1672413,Rhode Island,01,2020
28147862,2323432,0.08,1184950,Rhode Island,02,2020
8949157,841767,0.09,429301,Rhode Island,03,2020
591377,27381,0.05,13964,Rhode Island,04,2020
1533114,163472,0.11,83371,Rhode Island,05,2020
2032803,101328,0.05,51677,Rhode Island,06,2020
6738626,351425,0.05,179227,Rhode Island,07,2020
23116965,1423391,0.06,725929,Rhode Island,08,2020
31293150,2352788,0.08,1199922,Rhode Island,09,2020
34704413,4388841,0.13,2238309,Rhode Island,10,2020
35098445,6281321,0.18,3203474,Rhode Island,11,2020
22770472,2533090,0.11,1291876,Rhode Island,12,2020
39817327,3717200,0.09,1895772,Rhode Island,01,2021
34110104,1555824,0.05,793470,Rhode Island,02,2021
38583919,3976140,0.1,2027831,Rhode Island,03,2021
29040966,3168532,0.11,1615951,Rhode Island,04,2021
28252139,2772910,0.1,1414184,Rhode Island,05,2021
29468571,3666029,0.12,1869675,Rhode Island,06,2021
22095960,3263276,0.15,1664271,Rhode Island,07,2021
24042834,1129859,0.05,576228,Rhode Island,08,2021
41203997,4012295,0.1,2046270,Rhode Island,09,2021
60158844,3608570,0.06,1840371,Rhode Island,10,2021
52747831,6703144,0.13,3418603,Rhode Island,11,2021
54935498,1777717,0.03,906636,Rhode Island,12,2021
58614487,5228277,0.09,2666421,Rhode Island,01,2022
42143261,3566393,0.08,1818860,Rhode Island,02,2022
45766958,3738223,0.08,1906494,Rhode Island,03,2022
40186632,2632134,0.07,1342388,Rhode Island,04,2022
41103489,2336733,0.06,1191734,Rhode Island,05,2022
34229823,2352896,0.07,1199977,Rhode Island,06,2022
25208531,2872076,0.11,1464759,Rhode Island,07,2022
27744694,3000241,0.11,1530215,Rhode Island,08,2022
41670257,6361823,0.15,3244530,Rhode Island,09,2022
443365,71320,0.16,6419,South Dakota,09,2021
815037,98037,0.12,8823,South Dakota,10,2021
717775,74919,0.1,6743,South Dakota,11,2021
675312,10306,0.02,928,South Dakota,12,2021
835252,82291,0.1,7406,South Dakota,01,2022
685631,71807,0.1,6463,South Dakota,02,2022
975347,32389,0.03,2915,South Dakota,03,2022
368517,-13735,-0.04,-1236,South Dakota,04,2022
307995,25102,0.08,2259,South Dakota,05,2022
301217,27869,0.09,2508,South Dakota,06,2022
259180,16143,0.06,1453,South Dakota,07,2022
266673,59053,0.22,5315,South Dakota,08,2022
711577,211612,0.3,19045,South Dakota,09,2022
862170,131749,0.15,11857,South Dakota,10,2022
131444523,13244908,0.1,2363918,Tennessee,11,2020
180900000,13900000,0.08,3080000,Tennessee,12,2020
211300000,20900000,0.1,4300000,Tennessee,01,2021
176300000,13000000,0.07,2600000,Tennessee,02,2021
205900000,18000000,0.09,3200000,Tennessee,03,2021
172400000,15500000,0.09,2800000,Tennessee,04,2021
160900000,15400000,0.1,2700000,Tennessee,05,2021
174500000,18300000,0.1,3200000,Tennessee,06,2021
144500000,15100000,0.1,2600000,Tennessee,07,2021
144500000,13200000,0.09,2000000,Tennessee,08,2021
257300000,25600000,0.1,3300000,Tennessee,09,2021
375300000,23300000,0.06,3400000,Tennessee,10,2021
365700000,36900000,0.1,5900000,Tennessee,11,2021
341800000,24600000,0.07,3300000,Tennessee,12,2021
386059756,36249453,0.09,5817504,Tennessee,01,2022
313298305,20945018,0.07,3026574,Tennessee,02,2022
370230004,26520468,0.07,4550242,Tennessee,03,2022
292796670,27142800,0.09,4649129,Tennessee,04,2022
261582468,27315928,0.1,4766458,Tennessee,05,2022
215774186,15855649,0.07,2559649,Tennessee,06,2022
182769323,18174226,0.1,3668804,Tennessee,07,2022
205863860,27200883,0.13,4875847,Tennessee,08,2022
336933437,46285200,0.14,8716963,Tennessee,09,2022
405337575,37295159,0.09,6989818,Tennessee,10,2022
439456908,47248222,0.11,9030021,Tennessee,11,2022
58896564,3586077,0.06,39710,Virginia,01,2021
265778306,12238780,0.05,300594,Virginia,02,2021
304066245,26573877,0.09,1183488,Virginia,03,2021
236432524,19442317,0.08,1652147,Virginia,04,2021
226963573,23173549,0.1,2381116,Virginia,05,2021
234943435,22006296,0.09,2273995,Virginia,06,2021
161901955,19965556,0.12,1864433,Virginia,07,2021
182418252,17967427,0.1,1378540,Virginia,08,2021
293851531,30929243,0.11,1557498,Virginia,09,2021
427320306,30160385,0.07,1746204,Virginia,10,2021
402621132,48337037,0.12,4233167,Virginia,11,2021
426596891,31515015,0.07,1729130,Virginia,12,2021
485544417,39050067,0.08,2876609,Virginia,01,2022
401889135,27498133,0.07,1406280,Virginia,02,2022
469484017,33700016,0.07,2116289,Virginia,03,2022
399478366,36275264,0.09,3040327,Virginia,04,2022
351452931,42537524,0.12,3896270,Virginia,05,2022
295235271,25965182,0.09,1871961,Virginia,06,2022
266001583,26024408,0.1,3060304,Virginia,07,2022
284671331,31442959,0.11,4474132,Virginia,08,2022
411273323,53821382,0.13,7257403,Virginia,09,2022
528029938,51164199,0.1,6956643,Virginia,10,2022
9723,-240,-0.02,-24,Washington DC,05,2020
223730,36985,0.17,3698,Washington DC,06,2020
741500,142280,0.19,14228,Washington DC,07,2020
1830,1740,0.95,174,Washington DC,07,2020
2132032,278141,0.13,27814,Washington DC,08,2020
9130410,1425275,0.16,142527,Washington DC,08,2020
3269118,498896,0.15,49889,Washington DC,09,2020
12186042,1305403,0.11,130540,Washington DC,09,2020
4177245,822101,0.2,82210,Washington DC,10,2020
14358602,2717768,0.19,271776,Washington DC,10,2020
3896127,882678,0.23,88267,Washington DC,11,2020
13704407,2728522,0.2,272852,Washington DC,11,2020
4278714,807216,0.19,80721,Washington DC,12,2020
12418281,1901436,0.15,190143,Washington DC,12,2020
5179670,913384,0.18,91338,Washington DC,01,2021
10566498,1892108,0.18,189210,Washington DC,01,2021
4158464,600305,0.14,60030,Washington DC,02,2021
11144615,732714,0.07,73271,Washington DC,02,2021
3844359,715244,0.19,71524,Washington DC,03,2021
11430856,1151790,0.1,115179,Washington DC,03,2021
2741912,535772,0.2,53577,Washington DC,04,2021
8005025,1551468,0.19,155146,Washington DC,04,2021
3097780,637422,0.21,63742,Washington DC,05,2021
10674631,1370669,0.13,137066,Washington DC,05,2021
3440931,517990,0.15,51799,Washington DC,06,2021
16077477,1673496,0.1,167349,Washington DC,06,2021
2152023,432726,0.2,43272,Washington DC,07,2021
10656217,1369022,0.13,136902,Washington DC,07,2021
1618545,306645,0.19,30664,Washington DC,08,2021
10826767,1186256,0.11,118625,Washington DC,08,2021
3681889,595995,0.16,59599,Washington DC,09,2021
17024584,3287679,0.19,328767,Washington DC,09,2021
5547153,632572,0.11,63257,Washington DC,10,2021
20785075,938089,0.05,93808,Washington DC,10,2021
5244959,1076000,0.21,107600,Washington DC,11,2021
16174495,3358922,0.21,335892,Washington DC,11,2021
4967239,665718,0.13,66571,Washington DC,12,2021
14252988,732988,0.05,73298,Washington DC,12,2021
5734401,952918,0.17,95291,Washington DC,01,2022
12893388,1009337,0.08,100933,Washington DC,01,2022
3912179,440409,0.11,44040,Washington DC,02,2022
15160677,300133,0.02,30013,Washington DC,02,2022
6224512,511800,0.08,51180,Washington DC,03,2022
14208207,854196,0.06,85419,Washington DC,03,2022
5181360,602646,0.12,60264,Washington DC,04,2022
13198544,828629,0.06,82862,Washington DC,04,2022
5036290,724452,0.14,72445,Washington DC,05,2022
12197849,1292257,0.11,129225,Washington DC,05,2022
3768947,444635,0.12,44463,Washington DC,06,2022
9991807,556009,0.06,55600,Washington DC,06,2022
3279752,457617,0.14,45761,Washington DC,07,2022
8066426,708593,0.09,70859,Washington DC,07,2022
3438929,557987,0.16,55798,Washington DC,08,2022
9708716,1274698,0.13,127469,Washington DC,08,2022
5547153,632572,0.11,63257,Washington DC,09,2022
13407835,2490450,0.19,249045,Washington DC,09,2022
7528701,838108,0.11,83810,Washington DC,10,2022
17272799,2273610,0.13,227361,Washington DC,10,2022
7322255,2129235,0.29,212924,West Virginia,09,2018
9735874,1010246,0.1,101025,West Virginia,10,2018
16045602,1161375,0.07,116138,West Virginia,11,2018
13322131,2247152,0.17,224715,West Virginia,12,2018
22431187,1746233,0.08,174623,West Virginia,01,2019
16609597,171089,0.01,17109,West Virginia,02,2019
13850999,1597521,0.12,159752,West Virginia,03,2019
10334722,554880,0.05,55488,West Virginia,04,2019
10704030,937065,0.09,93707,West Virginia,05,2019
7634979,379228,0.05,37923,West Virginia,06,2019
5851318,682213,0.12,68221,West Virginia,07,2019
12656911,1549585,0.12,154959,West Virginia,08,2019
25620078,3755760,0.15,375576,West Virginia,09,2019
37022626,3156830,0.09,315683,West Virginia,10,2019
32968353,2289056,0.07,228906,West Virginia,11,2019
30342334,2322915,0.08,232292,West Virginia,12,2019
44253798,3651273,0.08,365127,West Virginia,01,2020
39618767,-626470,-0.02,-62647,West Virginia,02,2020
14705300,1101454,0.07,110145,West Virginia,03,2020
2965302,155058,0.05,15506,West Virginia,04,2020
4971928,541188,0.11,54119,West Virginia,05,2020
6338618,567836,0.09,56784,West Virginia,06,2020
15853463,1573845,0.1,157385,West Virginia,07,2020
45897001,2337229,0.05,233723,West Virginia,08,2020
76951429,4603811,0.06,460381,West Virginia,09,2020
44633016,3742779,0.08,374278,West Virginia,10,2020
48532442,4407576,0.09,440758,West Virginia,11,2020
70134202,6466132,0.09,646613,West Virginia,12,2020
50700483,3976358,0.08,397636,West Virginia,01,2021
38212775,1364161,0.04,115954,West Virginia,02,2021
42751230,3889447,0.09,330603,West Virginia,03,2021
34449520,2844020,0.08,241742,West Virginia,04,2021
25484663,2688065,0.11,228485,West Virginia,05,2021
29923766,3466223,0.12,294629,West Virginia,06,2021
21290275,2295743,0.11,195138,West Virginia,07,2021
22350089,1993383,0.09,169438,West Virginia,08,2021
60072261,7141066,0.12,606991,West Virginia,09,2021
77760542,3876503,0.05,329503,West Virginia,10,2021
84259419,7107970,0.08,604177,West Virginia,11,2021
57274811,4144869,0.07,352314,West Virginia,12,2021
58894228,4098138,0.07,348342,West Virginia,01,2022
49271583,1954999,0.04,166175,West Virginia,02,2022
61482860,3336284,0.05,283584,West Virginia,03,2022
35864019,3081491,0.09,261927,West Virginia,04,2022
44647405,4191753,0.09,356299,West Virginia,05,2022
25937683,1623405,0.06,137989,West Virginia,06,2022
25017812,2616578,0.1,222409,West Virginia,07,2022
23099016,2899582,0.13,246464,West Virginia,08,2022
57759738,8100361,0.14,688531,West Virginia,09,2022
51118726,5064385,0.1,430473,West Virginia,10,2022
82543044,6120467,0.07,520240,West Virginia,11,2022
6242469,954416,0.15,-12398,Wyoming,09,2021
10847657,881200,0.08,16021,Wyoming,10,2021
10973008,1363696,0.12,86499,Wyoming,11,2021
12285012,813504,0.07,21792,Wyoming,12,2021
13977632,1098460,0.08,46565,Wyoming,01,2022
10301603,722631,0.07,18824,Wyoming,02,2022
12704938,1101236,0.09,44806,Wyoming,03,2022
9995920,1007796,0.1,51187,Wyoming,04,2022
9340833,1011714,0.11,53163,Wyoming,05,2022
7322852,673269,0.09,38036,Wyoming,06,2022
7246352,680740,0.09,38365,Wyoming,07,2022
10990904,1237815,0.11,85672,Wyoming,08,2022
13575173,1932519,0.14,115500,Wyoming,09,2022
17275317,2039620,0.12,115893,Wyoming,10,2022
