year,month,state,revenue,handle,hold,taxes,population,poverty,unemployed,med_income,online,in_person,handle_capita,tax_rate,unemployment_rate,poverty_rate,tax_group
2021,12.0,Arizona,39.822928,499.213733,0.08,1.723902,7.12693,0.908961,0.202345,39023.0,1.0,1.0,70.04611143928733,4.328918255332707,2.839160760664129,12.753892629785897,Low
2022,1.0,Arizona,41.8902,563.694591,0.07,1.952971,7.242711887581903,0.8341107969900902,0.2086303574795285,44393.75339630342,1.0,1.0,77.82921642465037,4.662119063647345,2.8805558017189488,11.516553605013987,Low
2022,2.0,Arizona,25.629835,491.665554,0.05,0.670686,7.242711887581903,0.8341107969900902,0.2086303574795285,44393.75339630342,1.0,1.0,67.8841795216226,2.6168174707328395,2.8805558017189488,11.516553605013987,Low
2022,3.0,Arizona,37.231646,690.979294,0.05,1.864457,7.242711887581903,0.8341107969900902,0.2086303574795285,44393.75339630342,1.0,1.0,95.40339374602608,5.007721119823712,2.8805558017189488,11.516553605013987,Low
2022,4.0,Arizona,29.249275,512.877848,0.06,1.64745,7.242711887581903,0.8341107969900902,0.2086303574795285,44393.75339630342,1.0,1.0,70.81295735087325,5.632447299975811,2.8805558017189488,11.516553605013987,Low
2022,5.0,Arizona,55.162888,461.450688,0.12,4.125125,7.242711887581903,0.8341107969900902,0.2086303574795285,44393.75339630342,1.0,1.0,63.71241810559757,7.478080190435279,2.8805558017189488,11.516553605013987,Low
2022,6.0,Arizona,15.369245,318.774198,0.05,0.766831,7.242711887581903,0.8341107969900902,0.2086303574795285,44393.75339630342,1.0,1.0,44.01309936773254,4.989386271088789,2.8805558017189488,11.516553605013987,Low
2022,7.0,Arizona,21.992628,290.511533,0.08,1.496427,7.242711887581903,0.8341107969900902,0.2086303574795285,44393.75339630342,1.0,1.0,40.1108780121574,6.804220941671909,2.8805558017189488,11.516553605013987,Low
2022,8.0,Arizona,37.161759,361.008835,0.1,2.76759,7.242711887581903,0.8341107969900902,0.2086303574795285,44393.75339630342,1.0,1.0,49.84442852393079,7.447413885871225,2.8805558017189488,11.516553605013987,Low
2022,9.0,Arizona,56.428816,537.966149,0.1,3.058838,7.242711887581903,0.8341107969900902,0.2086303574795285,44393.75339630342,1.0,1.0,74.27689480819714,5.420702075336829,2.8805558017189488,11.516553605013987,Low
2018,0.0,Arkansas,0.0,0.0,0.0,0.0,2.925448,0.504504,0.060796,30818.0,1.0,1.0,0.0,0.0,2.0781774278674585,17.24535865959675,Low
2019,7.0,Arkansas,0.076885,0.41616,0.18,0.009995,2.910954,0.49626,0.069264,30818.0,1.0,1.0,0.1429634408513497,12.999934967809066,2.3794261262802507,17.048019309133707,Medium
2019,8.0,Arkansas,0.058858,0.778249,0.08,0.007652,2.910954,0.49626,0.069264,30818.0,1.0,1.0,0.2673518715857413,13.000781542016378,2.3794261262802507,17.048019309133707,Medium
2019,9.0,Arkansas,0.183044,2.252196,0.08,0.023796,2.910954,0.49626,0.069264,30818.0,1.0,1.0,0.7736968705104925,13.000152968685123,2.3794261262802507,17.048019309133707,Medium
2019,10.0,Arkansas,0.380006,2.216369,0.17,0.049401,2.910954,0.49626,0.069264,30818.0,1.0,1.0,0.7613892215404297,13.00005789382273,2.3794261262802507,17.048019309133707,Medium
2019,11.0,Arkansas,0.181497,2.978235,0.06,0.023595,2.910954,0.49626,0.069264,30818.0,1.0,1.0,1.0231130412916178,13.000214879584789,2.3794261262802507,17.048019309133707,Medium
2019,12.0,Arkansas,0.455368,2.633806,0.17,0.059198,2.910954,0.49626,0.069264,30818.0,1.0,1.0,0.904791350189663,13.00003513641714,2.3794261262802507,17.048019309133707,Medium
2020,1.0,Arkansas,0.254811,2.587732,0.1,0.033263,2.923585,0.47019,0.070352,31343.0,1.0,1.0,0.8851228885084579,13.053989035010265,2.4063606838863927,16.082651949575606,Medium
2020,2.0,Arkansas,0.411589,4.294366,0.1,0.067494,2.923585,0.47019,0.070352,31343.0,1.0,1.0,1.468869897745405,16.39839743044639,2.4063606838863927,16.082651949575606,Medium
2020,3.0,Arkansas,0.222373,1.588403,0.14,0.03831,2.923585,0.47019,0.070352,31343.0,1.0,1.0,0.5433065910517395,17.227810930283802,2.4063606838863927,16.082651949575606,Medium
