year,month,state,revenue,handle,hold,taxes,population,poverty,unemployed,med_income,online,in_person,handle_capita,tax_rate,unemployment_rate,poverty_rate,tax_group,season,tax_capita,rv_aftertax
2018,0.0,Arkansas,0.0,0.0,0.0,0.0,2925448.0,504503.99999999994,60796.0,30818.0,1.0,1.0,0.0,0.0,2.0781774278674585,17.24535865959675,Low,No Data,0.0,0.0
2019,7.0,Arkansas,76885.0,416160.0,0.18,9995.0,2910954.0,496260.0,69264.0,30818.0,1.0,1.0,0.1429634408513497,12.999934967809066,2.3794261262802507,17.048019309133707,Medium,Summer,0.0034335822551644583,66890.0
2019,8.0,Arkansas,58858.0,778249.0,0.08,7652.0,2910954.0,496260.0,69264.0,30818.0,1.0,1.0,0.2673518715857413,13.000781542016378,2.3794261262802507,17.048019309133707,Medium,Summer,0.0026286914873955413,51206.0
2019,9.0,Arkansas,183044.0,2252196.0,0.08,23796.0,2910954.0,496260.0,69264.0,30818.0,1.0,1.0,0.7736968705104925,13.000152968685123,2.3794261262802507,17.048019309133707,Medium,Autumn,0.008174639654216453,159248.0
2019,10.0,Arkansas,380006.0,2216369.0,0.17,49401.0,2910954.0,496260.0,69264.0,30818.0,1.0,1.0,0.7613892215404297,13.00005789382273,2.3794261262802507,17.048019309133707,Medium,Autumn,0.016970725061268573,330605.0
2019,11.0,Arkansas,181497.0,2978235.0,0.06,23595.0,2910954.0,496260.0,69264.0,30818.0,1.0,1.0,1.0231130412916178,13.000214879584789,2.3794261262802507,17.048019309133707,Medium,Autumn,0.0081055901261236,157902.0
2019,12.0,Arkansas,455368.0,2633806.0,0.17,59198.0,2910954.0,496260.0,69264.0,30818.0,1.0,1.0,0.904791350189663,13.00003513641714,2.3794261262802507,17.048019309133707,Medium,Winter,0.020336288378311716,396170.0
2020,1.0,Arkansas,254811.0,2587732.0,0.1,33263.0,2923585.0,470190.0,70352.0,31343.0,1.0,1.0,0.8851228885084579,13.053989035010265,2.4063606838863927,16.082651949575606,Medium,Winter,0.011377469784528242,221548.0
2020,2.0,Arkansas,411589.0,4294366.0,0.1,67494.0,2923585.0,470190.0,70352.0,31343.0,1.0,1.0,1.468869897745405,16.39839743044639,2.4063606838863927,16.082651949575606,Medium,Winter,0.02308603991332559,344095.0
2020,3.0,Arkansas,222373.0,1588403.0,0.14,38310.0,2923585.0,470190.0,70352.0,31343.0,1.0,1.0,0.5433065910517395,17.227810930283802,2.4063606838863927,16.082651949575606,Medium,Spring,0.013103774988584222,184063.0
2020,4.0,Arkansas,205799.0,2147777.0,0.1,33747.0,2923585.0,470190.0,70352.0,31343.0,1.0,1.0,0.7346381240839586,16.398038863162597,2.4063606838863927,16.082651949575606,Medium,Spring,0.011543019956662796,172052.0
2020,5.0,Arkansas,-115000.0,509.0,-225.93,-15.0,2923585.0,470190.0,70352.0,31343.0,1.0,1.0,0.0001741013173894,0.0130434782608695,2.4063606838863927,16.082651949575606,Low,Spring,-5.130687152930392e-06,-114985.0
2020,6.0,Arkansas,10.0,1189.0,0.01,1.0,2923585.0,470190.0,70352.0,31343.0,1.0,1.0,0.0004066924683222,9.999999999999998,2.4063606838863927,16.082651949575606,Medium,Summer,3.420458101953595e-07,9.0
2020,7.0,Arkansas,-19633.0,179315.0,-0.11,-2552.0,2923585.0,470190.0,70352.0,31343.0,1.0,1.0,0.0613339444551808,12.998522895125552,2.4063606838863927,16.082651949575606,Medium,Summer,-0.0008729009076185574,-17081.0
2020,8.0,Arkansas,69625.0,1008992.0000000001,0.07,9051.0,2923585.0,470190.0,70352.0,31343.0,1.0,1.0,0.3451214861206361,12.99964093357271,2.4063606838863927,16.082651949575606,Medium,Summer,0.0030958566280781985,60574.0
2020,9.0,Arkansas,397095.0,3958748.0,0.1,51622.0,2923585.0,470190.0,70352.0,31343.0,1.0,1.0,1.3540731670192587,12.999911859882396,2.4063606838863927,16.082651949575606,Medium,Autumn,0.017657088813904848,345473.0
2020,10.0,Arkansas,940514.0,6559859.0,0.14,122267.0,2923585.0,470190.0,70352.0,31343.0,1.0,1.0,2.2437722864223204,13.00001913847109,2.4063606838863927,16.082651949575606,Medium,Autumn,0.041820915075156014,818247.0
2020,11.0,Arkansas,975984.0,6288249.0,0.16,126877.99999999999,2923585.0,470190.0,70352.0,31343.0,1.0,1.0,2.150869223915159,13.000008196855688,2.4063606838863927,16.082651949575606,Medium,Autumn,0.043398088305966816,849106.0
2020,12.0,Arkansas,1054272.0,6415446.0,0.16,137055.0,2923585.0,470190.0,70352.0,31343.0,1.0,1.0,2.1943764248345783,12.99996585321435,2.4063606838863927,16.082651949575606,Medium,Winter,0.04687908851632499,917217.0
2021,1.0,Arkansas,1388258.0,7187194.0,0.19,180474.0,2944289.0,480153.0,76731.0,33869.0,1.0,1.0,2.4410626810071974,13.000033135051266,2.6060960727700304,16.307943955229938,Medium,Winter,0.061296292585408564,1207784.0
2021,2.0,Arkansas,655356.0,4469442.0,0.15,92922.0,2944289.0,480153.0,76731.0,33869.0,1.0,1.0,1.5180038372591822,14.178858513540732,2.6060960727700304,16.307943955229938,Medium,Winter,0.031560081228439195,562434.0
2021,3.0,Arkansas,807091.0,5947427.0,0.14,130877.0,2944289.0,480153.0,76731.0,33869.0,1.0,1.0,2.019987508019763,16.215891392668237,2.6060960727700304,16.307943955229938,Medium,Spring,0.044451139137496355,676214.0
2021,4.0,Arkansas,761536.0,4065703.0,0.19,131137.0,2944289.0,480153.0,76731.0,33869.0,1.0,1.0,1.380877692373269,17.220065761828725,2.6060960727700304,16.307943955229938,Medium,Spring,0.044539445686208115,630399.0
2021,5.0,Arkansas,498325.0,3687207.0,0.14,81710.0,2944289.0,480153.0,76731.0,33869.0,1.0,1.0,1.252325094445552,16.396929714543724,2.6060960727700304,16.307943955229938,Medium,Spring,0.027752031135530514,416615.0
2021,6.0,Arkansas,359000.0,3895683.0,0.09,59088.0,2944289.0,480153.0,76731.0,33869.0,1.0,1.0,1.3231320023272173,16.459052924791088,2.6060960727700304,16.307943955229938,Medium,Summer,0.02006868211646343,299912.0
2021,7.0,Arkansas,449040.0,2908833.0,0.15,58375.0,2944289.0,480153.0,76731.0,33869.0,1.0,1.0,0.9879577038802916,12.999955460538038,2.6060960727700304,16.307943955229938,Medium,Summer,0.019826518388650027,390665.0
2021,8.0,Arkansas,310481.0,2892285.0,0.11,40363.0,2944289.0,480153.0,76731.0,33869.0,1.0,1.0,0.9823373316953602,13.000151378023132,2.6060960727700304,16.307943955229938,Medium,Summer,0.01370891240635685,270118.0
2021,9.0,Arkansas,809404.0,7007774.0,0.12,105223.0,2944289.0,480153.0,76731.0,33869.0,1.0,1.0,2.380124369584644,13.000059302894474,2.6060960727700304,16.307943955229938,Medium,Autumn,0.03573799990422136,704181.0
2021,10.0,Arkansas,803557.0,9506183.0,0.08,104464.0,2944289.0,480153.0,76731.0,33869.0,1.0,1.0,3.228685431355414,13.000197870219536,2.6060960727700304,16.307943955229938,Medium,Autumn,0.035480212710097415,699093.0
2021,11.0,Arkansas,1623435.0,8380191.0,0.19,211047.0,2944289.0,480153.0,76731.0,33869.0,1.0,1.0,2.8462528644436738,13.000027719003226,2.6060960727700304,16.307943955229938,Medium,Autumn,0.07168012379219567,1412388.0
2021,12.0,Arkansas,47599.0,7794292.0,0.01,6188.0,2944289.0,480153.0,76731.0,33869.0,1.0,1.0,2.6472577929680137,13.000273114981407,2.6060960727700304,16.307943955229938,Medium,Winter,0.002101695859339895,41411.0
2022,1.0,Arkansas,1181335.0,8415932.0,0.14,153574.0,2965139.619857469,490327.1090601671,83688.4006282692,36598.57579044763,1.0,1.0,2.8382919791158243,13.000038092497046,2.822410117480136,16.53639193839164,Medium,Winter,0.051793176608453305,1027761.0
2022,2.0,Arkansas,331001.0,5876444.0,0.06,61390.0,2965139.619857469,490327.1090601671,83688.4006282692,36598.57579044763,1.0,1.0,1.981843944428652,18.54677176201885,2.822410117480136,16.53639193839164,Medium,Winter,0.020703915454392985,269611.0
2022,3.0,Arkansas,791848.0,10686501.0,0.07,119671.0,2965139.619857469,490327.1090601671,83688.4006282692,36598.57579044763,1.0,1.0,3.6040464767435423,15.112875198270377,2.822410117480136,16.53639193839164,Medium,Spring,0.04035931367230271,672177.0
2022,4.0,Arkansas,749811.0,8598226.0,0.09,120297.0,2965139.619857469,490327.1090601671,83688.4006282692,36598.57579044763,1.0,1.0,2.899771040263293,16.043642998035505,2.822410117480136,16.53639193839164,Medium,Spring,0.040570433579037515,629514.0
2022,5.0,Arkansas,583015.0,10185647.0,0.06,117426.0,2965139.619857469,490327.1090601671,83688.4006282692,36598.57579044763,1.0,1.0,3.4351323397343463,20.141162748814352,2.822410117480136,16.53639193839164,Medium,Spring,0.03960218237738314,465589.0
2022,6.0,Arkansas,4045.0,12632207.0,0.0,12598.0,2965139.619857469,490327.1090601671,83688.4006282692,36598.57579044763,1.0,1.0,4.260240197595556,311.4462299134734,2.822410117480136,16.53639193839164,High,Summer,0.004248703809976264,-8553.0
2022,7.0,Arkansas,854436.0,9290467.0,0.09,85172.0,2965139.619857469,490327.1090601671,83688.4006282692,36598.57579044763,1.0,1.0,3.1332308731035674,9.968212949828892,2.822410117480136,16.53639193839164,Medium,Summer,0.0287244483968327,769264.0
2022,8.0,Arkansas,1015339.9999999999,10195911.0,0.1,94992.0,2965139.619857469,490327.1090601671,83688.4006282692,36598.57579044763,1.0,1.0,3.4385938967994045,9.355683810349245,2.822410117480136,16.53639193839164,Medium,Summer,0.032036265464142344,920347.9999999999
2022,9.0,Arkansas,3208032.0,21185547.0,0.15,417044.0,2965139.619857469,490327.1090601671,83688.4006282692,36598.57579044763,1.0,1.0,7.144873333491919,12.999995012518577,2.822410117480136,16.53639193839164,Medium,Autumn,0.14064902617302277,2790988.0
2022,10.0,Arkansas,2793719.0,26879107.0,0.1,363184.0,2965139.619857469,490327.1090601671,83688.4006282692,36598.57579044763,1.0,1.0,9.065039237947266,13.000018971127735,2.822410117480136,16.53639193839164,Medium,Autumn,0.12248462013989676,2430535.0
2018,0.0,California,0.0,0.0,0.0,0.0,38818454.0,4969326.0,1093170.0,39549.0,0.0,0.0,0.0,0.0,2.8161090598816734,12.801452628690466,Low,No Data,0.0,0.0
2019,0.0,California,0.0,0.0,0.0,0.0,38535926.0,5149742.0,1183956.0,39549.0,0.0,0.0,0.0,0.0,3.072343454261356,13.36348320785129,Low,No Data,0.0,0.0
2020,0.0,California,0.0,0.0,0.0,0.0,38589882.0,4853434.0,1213692.0,38176.0,0.0,0.0,0.0,0.0,3.145104201147855,12.576959939913785,Low,No Data,0.0,0.0
2021,0.0,California,0.0,0.0,0.0,0.0,38481790.0,4733036.0,1633786.0,41891.0,0.0,0.0,0.0,0.0,4.245608117501811,12.299417464728124,Low,No Data,0.0,0.0
2018,0.0,Colorado,0.0,0.0,0.0,0.0,5577020.0,537492.0,119541.0,40646.0,1.0,1.0,0.0,0.0,2.143456541307006,9.637620091016348,Low,No Data,0.0,0.0
2019,0.0,Colorado,0.0,0.0,0.0,0.0,5489133.0,565873.0,128881.0,40646.0,1.0,1.0,0.0,0.0,2.347929991858459,10.3089686476899,Low,No Data,0.0,0.0
2020,5.0,Colorado,2565729.0,25621762.0,0.1,96538.0,5563823.0,544232.0,140103.0,39394.0,1.0,1.0,4.605064179791485,3.762595348144718,2.518106704688485,9.78161958063727,Low,Spring,0.017351019254207043,2469191.0
2020,6.0,Colorado,3484014.0,38136949.0,0.09,217023.0,5563823.0,544232.0,140103.0,39394.0,1.0,1.0,6.854450438125009,6.2291081493932,2.518106704688485,9.78161958063727,Low,Summer,0.03900609347206049,3266991.0
2020,7.0,Colorado,5196599.0,59183620.0,0.09,241867.0,5563823.0,544232.0,140103.0,39394.0,1.0,1.0,10.637221924565177,4.654332574054684,2.518106704688485,9.78161958063727,Low,Summer,0.04347136851765414,4954732.0
2020,8.0,Colorado,7519599.0,128646209.0,0.06,189462.0,5563823.0,544232.0,140103.0,39394.0,1.0,1.0,23.12190898236698,2.5195758444034047,2.518106704688485,9.78161958063727,Low,Summer,0.03405248513477154,7330137.0
2020,9.0,Colorado,4166334.0,207655943.0,0.02,69772.0,5563823.0,544232.0,140103.0,39394.0,1.0,1.0,37.32252859230066,1.6746617049905264,2.518106704688485,9.78161958063727,Low,Autumn,0.012540298280516832,4096562.0
2020,10.0,Colorado,17402409.0,210719821.0,0.08,824700.0,5563823.0,544232.0,140103.0,39394.0,1.0,1.0,37.873207145518464,4.738999066163771,2.518106704688485,9.78161958063727,Low,Autumn,0.1482254198237435,16577709.0
2020,11.0,Colorado,18354655.0,231238842.0,0.08,793820.0,5563823.0,544232.0,140103.0,39394.0,1.0,1.0,41.56114276101163,4.324897417031265,2.518106704688485,9.78161958063727,Low,Autumn,0.14267527920999643,17560835.0
2020,12.0,Colorado,17151867.0,284551472.0,0.06,531490.0,5563823.0,544232.0,140103.0,39394.0,1.0,1.0,51.14315678266544,3.098729718461553,2.518106704688485,9.78161958063727,Low,Winter,0.09552604387307073,16620377.0
2021,1.0,Colorado,23144535.0,326903462.0,0.07,1195774.0,5696140.0,553272.0,166282.0,44818.0,1.0,1.0,57.39034890294129,5.166550116474579,2.919204935271956,9.713103961630155,Low,Winter,0.20992707342165046,21948761.0
2021,2.0,Colorado,10444810.0,266549207.00000003,0.04,332227.0,5696140.0,553272.0,166282.0,44818.0,1.0,1.0,46.794707819681406,3.1807854810188023,2.919204935271956,9.713103961630155,Low,Winter,0.058324935833740044,10112583.0
2021,3.0,Colorado,20365119.0,300990842.0,0.07,1060854.0,5696140.0,553272.0,166282.0,44818.0,1.0,1.0,52.84119456333588,5.209171623303551,2.919204935271956,9.713103961630155,Low,Spring,0.1862408578440839,19304265.0
2021,4.0,Colorado,17563939.0,244446760.0,0.07,1082611.0,5696140.0,553272.0,166282.0,44818.0,1.0,1.0,42.91445786093741,6.163828057020694,2.919204935271956,9.713103961630155,Low,Spring,0.1900604619970717,16481328.0
2021,5.0,Colorado,15154761.0,248968193.0,0.06,635641.0,5696140.0,553272.0,166282.0,44818.0,1.0,1.0,43.70822925700563,4.194332065019039,2.919204935271956,9.713103961630155,Low,Spring,0.1115915339159501,14519120.0
2021,6.0,Colorado,19730957.0,229764688.0,0.09,1186455.0,5696140.0,553272.0,166282.0,44818.0,1.0,1.0,40.336910258525954,6.013164997521407,2.919204935271956,9.713103961630155,Low,Summer,0.20829105323956223,18544502.0
2021,7.0,Colorado,15652461.0,181327995.0,0.09,999111.0,5696140.0,553272.0,166282.0,44818.0,1.0,1.0,31.83348636093916,6.383092090119246,2.919204935271956,9.713103961630155,Low,Summer,0.17540141218439154,14653350.0
2021,8.0,Colorado,15228343.0,211918185.0,0.07,726366.0,5696140.0,553272.0,166282.0,44818.0,1.0,1.0,37.20382311530265,4.769829521176401,2.919204935271956,9.713103961630155,Low,Summer,0.12751898654176336,14501977.0
2021,9.0,Colorado,22658630.0,408314625.0,0.06,483048.0,5696140.0,553272.0,166282.0,44818.0,1.0,1.0,71.68268774994996,2.131849983869281,2.919204935271956,9.713103961630155,Low,Autumn,0.08480269094509615,22175582.0
2021,10.0,Colorado,28616708.0,491453342.0,0.06,1246804.0,5696140.0,553272.0,166282.0,44818.0,1.0,1.0,86.27831162857655,4.356909257347142,2.919204935271956,9.713103961630155,Low,Autumn,0.21888577176825008,27369904.0
2021,11.0,Colorado,36781848.0,475441229.0,0.08,1981640.0,5696140.0,553272.0,166282.0,44818.0,1.0,1.0,83.46726537620214,5.387548771339603,2.919204935271956,9.713103961630155,Low,Autumn,0.3478917301892159,34800208.0
2021,12.0,Colorado,24732497.0,461448574.0,0.05,770370.0,5696140.0,553272.0,166282.0,44818.0,1.0,1.0,81.01075008690096,3.1148088282392195,2.919204935271956,9.713103961630155,Low,Winter,0.13524421801430442,23962127.0
2022,1.0,Colorado,34640219.0,573720213.0,0.06,1447952.0,5831603.719169355,562462.1594908054,197352.6871230452,50988.80854952531,1.0,1.0,98.38120706214924,4.179973573492708,3.3841923530283338,9.645068262130158,Low,Winter,0.2482939633295666,33192267.0
2022,2.0,Colorado,19604490.0,440508421.0,0.04,314731.0,5831603.719169355,562462.1594908054,197352.6871230452,50988.80854952531,1.0,1.0,75.5381267681106,1.6054026399054504,3.3841923530283338,9.645068262130158,Low,Winter,0.053969888071343404,19289759.0
2022,3.0,Colorado,28238194.0,505611080.0,0.06,1313076.0,5831603.719169355,562462.1594908054,197352.6871230452,50988.80854952531,1.0,1.0,86.70189271228782,4.649999925632637,3.3841923530283338,9.645068262130158,Low,Spring,0.22516550561961585,26925118.0
2022,4.0,Colorado,22571887.0,392311737.0,0.06,1231742.0,5831603.719169355,562462.1594908054,197352.6871230452,50988.80854952531,1.0,1.0,67.273387543535,5.456973978294326,3.3841923530283338,9.645068262130158,Low,Spring,0.21121839880015844,21340145.0
2022,5.0,Colorado,27119329.0,360325438.0,0.08,1659189.0,5831603.719169355,562462.1594908054,197352.6871230452,50988.80854952531,1.0,1.0,61.78839567159825,6.118104913288969,3.3841923530283338,9.645068262130158,Low,Spring,0.2845167607232976,25460140.0
2022,6.0,Colorado,6781092.0,313215081.0,0.02,268280.0,5831603.719169355,562462.1594908054,197352.6871230452,50988.80854952531,1.0,1.0,53.70993916654781,3.956294944825996,3.3841923530283338,9.645068262130158,Low,Summer,0.046004497719576425,6512812.0
2022,7.0,Colorado,20802881.0,258414808.0,0.08,1092162.0,5831603.719169355,562462.1594908054,197352.6871230452,50988.80854952531,1.0,1.0,44.31282035686887,5.250051663517184,3.3841923530283338,9.645068262130158,Low,Summer,0.18728330191742967,19710719.0
2022,8.0,Colorado,25859270.0,290107970.0,0.09,1822104.0,5831603.719169355,562462.1594908054,197352.6871230452,50988.80854952531,1.0,1.0,49.74754526724298,7.046231390135916,3.3841923530283338,9.645068262130158,Low,Summer,0.3124533297779599,24037166.0
2022,9.0,Colorado,51339659.0,450232597.0,0.11,2989342.0,5831603.719169355,562462.1594908054,197352.6871230452,50988.80854952531,1.0,1.0,77.20562278949409,5.822675994010791,3.3841923530283338,9.645068262130158,Low,Autumn,0.5126106203296333,48350317.0
2022,10.0,Colorado,36514974.0,526619777.0,0.07,2330705.0,5831603.719169355,562462.1594908054,197352.6871230452,50988.80854952531,1.0,1.0,90.30445180438478,6.382874598240163,3.3841923530283338,9.645068262130158,Low,Autumn,0.3996679322256798,34184269.0
2018,0.0,Connecticut,0.0,0.0,0.0,0.0,3468263.0,361377.0,105592.0,42196.0,1.0,1.0,0.0,0.0,3.0445211334895887,10.419538541338994,Low,No Data,0.0,0.0
2019,0.0,Connecticut,0.0,0.0,0.0,0.0,3470087.0,344146.0,115034.0,42196.0,1.0,1.0,0.0,0.0,3.315017750275425,9.91750350927801,Low,No Data,0.0,0.0
2020,0.0,Connecticut,0.0,0.0,0.0,0.0,3466935.0,339156.0,114800.0,42996.0,1.0,1.0,0.0,0.0,3.3112821555639207,9.782588943836558,Low,No Data,0.0,0.0
2021,10.0,Connecticut,4903171.0,54641474.0,0.09,483704.0,3506226.0,354166.0,126976.0,45511.0,1.0,1.0,15.584127777273912,9.865126058218245,3.621443683322182,10.101060228291043,Medium,Autumn,0.13795573930488222,4419467.0
2021,11.0,Connecticut,16655204.999999998,131729178.99999999,0.13,596018.0,3506226.0,354166.0,126976.0,45511.0,1.0,1.0,37.57007648679805,3.578568981888845,3.621443683322182,10.101060228291043,Low,Autumn,0.16998847193535158,16059186.999999998
2021,12.0,Connecticut,8879733.0,150073755.0,0.06,929336.0,3506226.0,354166.0,126976.0,45511.0,1.0,1.0,42.80207693400255,10.46581017695014,3.621443683322182,10.101060228291043,Medium,Winter,0.26505307986421867,7950397.0
2022,1.0,Connecticut,11187162.0,158092481.0,0.07,1142510.0,3545962.2874602494,369840.29637099145,140443.4196515679,48173.11194064564,1.0,1.0,44.58380213435144,10.212688436978029,3.960657453922297,10.429899316156716,Medium,Winter,0.32220026818680814,10044652.0
2022,2.0,Connecticut,4749489.0,115619953.0,0.04,501515.99999999994,3545962.2874602494,369840.29637099145,140443.4196515679,48173.11194064564,1.0,1.0,32.606086480071205,10.559367544592693,3.960657453922297,10.429899316156716,Medium,Winter,0.1414329762540155,4247973.0
2022,3.0,Connecticut,9785420.0,140747137.0,0.07,1037570.0000000001,3545962.2874602494,369840.29637099145,140443.4196515679,48173.11194064564,1.0,1.0,39.69222614062497,10.603223980166412,3.960657453922297,10.429899316156716,Medium,Spring,0.29260604481587604,8747850.0
2022,4.0,Connecticut,9235020.0,116465199.0,0.08,988263.0,3545962.2874602494,369840.29637099145,140443.4196515679,48173.11194064564,1.0,1.0,32.84445506142614,10.70125457226947,3.960657453922297,10.429899316156716,Medium,Spring,0.2787009335927909,8246757.0
2022,5.0,Connecticut,9353193.0,115180155.0,0.08,981304.0,3545962.2874602494,369840.29637099145,140443.4196515679,48173.11194064564,1.0,1.0,32.48205865226399,10.491647077099769,3.960657453922297,10.429899316156716,Medium,Spring,0.2767384197711946,8371889.0
2022,6.0,Connecticut,6615570.0,95421852.0,0.07,669453.0,3545962.2874602494,369840.29637099145,140443.4196515679,48173.11194064564,1.0,1.0,26.910001930207976,10.119354794824936,3.960657453922297,10.429899316156716,Medium,Summer,0.18879304000705752,5946117.0
2022,7.0,Connecticut,7552734.0,78316775.0,0.1,859094.0,3545962.2874602494,369840.29637099145,140443.4196515679,48173.11194064564,1.0,1.0,22.0861838483041,11.374609512264035,3.960657453922297,10.429899316156716,Medium,Summer,0.24227386823544456,6693640.0
2022,8.0,Connecticut,9896264.0,80037045.0,0.12,1153125.0,3545962.2874602494,369840.29637099145,140443.4196515679,48173.11194064564,1.0,1.0,22.57131873145936,11.652124478490064,3.960657453922297,10.429899316156716,Medium,Summer,0.3251938138422536,8743139.0
2022,9.0,Connecticut,16676506.0,130547719.0,0.13,1777391.0,3545962.2874602494,369840.29637099145,140443.4196515679,48173.11194064564,1.0,1.0,36.81587913714197,10.65805391129293,3.960657453922297,10.429899316156716,Medium,Autumn,0.5012436275155746,14899115.0
